id,rle_mask
6f750b8a0d,3 99 105 98 207 97 309 96 411 95 514 93 616 92 720 89 823 87 926 85 1034 78 1140 73 1247 67 1351 64 1454 62 1557 60 1661 57 1764 55 1867 53 1971 50 2075 47 2180 43 2284 40 2386 39 2489 37 2591 36 2694 34 2797 32 2899 31 3001 30 3103 29 3206 27 3308 26 3411 24 3513 23 3615 22 3718 20 3820 19 3923 17 4026 15 4129 13 4232 11 4336 8 4439 6 4542 4 4645 2 6347 4 6447 9 6548 11 6650 11 6752 10 6855 8 6957 7
6f75868949,37 15 137 16 238 17 338 18 439 19 540 20 641 21 743 20 844 21 946 21 1047 22 1149 21 1251 21 1353 21 1455 21 1558 20 1661 19 1764 18 1869 16 1972 16 2073 18 2175 19 2276 23 2377 28 2478 31 2579 33 2680 37 2781 41 2882 44 2983 47 3085 47 3186 47 3287 47 3389 46 3490 46 3591 46 3693 45 3794 45 3895 45 3997 44 4098 44 4199 44 4300 44 4402 43 4503 43 4604 43 4705 43 4806 43 4907 43 5008 43 5109 43 5209 44 5310 44 5411 44 5512 44 5613 44 5713 45 5814 45 5915 45 6016 45 6116 46 6217 46 6318 46 6419 46 6520 46 6621 46 6723 45 6824 45 6925 45 7026 45 7127 45 7228 45 7328 46 7429 46 7529 47 7629 48 7729 49 7830 49 7930 50 8031 50 8131 51 8232 51 8332 52 8433 52 8533 53 8634 53 8734 54 8834 55 8934 56 9033 58 9133 59 9233 60 9333 61 9434 61 9534 62 9634 63 9734 64 9834 65 9934 66 10034 67 10135 67
6f843d8fdd,75 27 176 27 277 27 377 28 477 29 577 30 678 30 780 29 881 29 982 29 1084 28 1185 28 1286 28 1387 28 1488 28 1589 28 1689 29 1790 29 1890 30 1990 31 2090 32 2190 33 2289 35 2389 36 2490 36 2591 36 2692 36 2794 35 2896 34 2999 32 3101 27 3203 23 3304 21 3405 19 3506 16 3608 14 3710 11 3812 8 3916 3 5033 4 5131 8 5231 9
6f90ec390c,3334 1 3435 5 3536 9 3637 14 3738 18 3839 22 3940 25 4041 30 4142 38 4243 41 4344 44 4445 46 4546 48 4647 52 4748 55 4849 58 4950 61 5051 63 5152 64 5253 65 5354 65 5455 65 5556 65 5657 65 5761 62 5862 61 5964 59 6066 57 6167 56 6268 55 6370 54 6472 53 6574 51 6677 49 6779 48 6881 47 6982 47 7084 46 7186 44 7288 42 7390 40 7491 39 7593 36 7694 35 7796 32 7898 30 7999 28 8100 27 8201 26 8302 25 8402 25 8501 27 8601 27 8701 27 8801 27 8901 27 9001 26 9102 23 9202 22 9302 21 9400 22 9498 22 9596 22 9697 21 9798 20 9899 19 10000 19 10101 19
6f917328a7,1 45 102 44 203 42 304 40 405 39 506 38 607 37 708 36 809 34 910 34 1011 33 1112 32 1213 32 1314 32 1415 31 1516 31 1617 30 1718 30 1819 29 1920 28 2021 27 2122 27 2223 26 2324 26 2425 26 2526 26 2627 26 2728 26 2829 26 2930 25 3031 24 3132 23 3233 22 3334 18 3435 10 3536 4
6f9541ff15,3233 3 3334 4 3435 5 3536 6 3637 7 3738 7 3839 8 3940 9 4041 10 4142 11 4243 12 4344 14 4445 15 4546 17 4647 19 4748 20 4849 22 4950 23 5051 24 5152 25 5253 26 5354 27 5455 28 5556 29 5657 30 5758 31 5859 33 5960 34 6061 35 6162 35 6263 36 6364 36 6465 36 6566 37 6667 38 6768 39 6869 40 6970 41 7071 42 7172 43 7273 44 7374 45 7475 46 7576 46 7677 46 7778 47 7879 47 7980 47 8081 47 8182 47 8283 48 8384 48 8485 48 8586 49 8687 49 8788 50 8889 51 8990 52 9091 52 9192 53 9293 53 9394 54 9495 55 9596 56 9697 58 9798 59 9899 60 10000 60 10101 61
6f96fea158,65 37 166 37 266 38 367 38 467 39 567 40 667 41 766 43 866 44 965 46 1064 48 1163 50 1263 51 1362 53 1462 54 1561 56 1660 58 1759 60 1859 61 1958 63 2058 64 2158 65 2258 66 2358 67 2458 68 2558 69 2658 70 2759 70 2860 70 2961 70 3062 70 3164 69 3265 69 3366 69 3468 68 3569 68 3670 68 3772 62 3873 56 3974 53 4075 49 4176 46 4277 42 4378 38 4479 36 4580 34 4681 32 4782 30 4883 28 4985 25 5086 23 5187 21 5288 19 5389 18 5490 18 5591 17 5692 17 5793 16 5894 16 5995 15 6096 14 6197 13 6298 12 6399 12 6500 11 6602 10 6703 9 6803 10 6904 10 7005 9 7106 9 7207 9 7307 9 7408 10 7509 10 7610 10 7711 10 7811 11 7912 11 8013 11 8114 11 8215 11 8316 11 8416 12 8517 12 8618 12 8719 12 8820 12 8921 12 9023 11 9124 10 9225 10 9326 9 9427 9 9528 9 9629 9 9729 10 9830 10 9931 10 10032 11 10134 10
6f9e3bb2f7,55 47 156 47 258 46 360 45 462 44 565 42 667 41 769 40 871 39 973 38 1075 37 1176 37 1277 37 1378 37 1479 37 1580 37 1680 38 1781 38 1881 39 1982 39 2082 40 2182 41 2283 41 2384 41 2485 41 2586 41 2687 41 2788 41 2889 41 2991 40 3092 40 3194 39 3295 39 3397 38 3498 38 3599 38 3701 37 3802 37 3904 36 4005 36 4106 36 4208 35 4309 35 4411 34 4513 33 4614 33 4716 32 4817 32 4918 32 5018 33 5119 33 5219 34 5320 34 5422 33 5523 33 5624 33 5726 32 5828 31 5930 30 6031 30 6133 29 6235 28 6337 27 6440 25 6542 24 6644 23 6746 22 6848 21 6949 21 7050 21 7152 20 7254 19 7357 17 7459 16 7561 15 7663 14 7765 13 7867 12 7969 11 8071 10 8173 9 8275 8 8376 8 8478 7 8580 6 8681 6 8782 6 8883 6 8985 5 9086 5 9188 4 9289 4 9391 3 9493 2 9595 1
6fad2e31a1,1 34 102 34 203 35 304 35 405 35 506 35 607 35 708 35 809 35 910 35 1011 35 1112 35 1213 35 1314 35 1415 35 1516 34 1617 34 1718 34 1819 33 1920 33 2021 33 2122 32 2223 32 2324 32 2425 32 2526 32 2627 31 2728 31 2829 31 2930 31 3031 31 3132 31 3233 31 3334 31 3435 31 3536 31 3637 31 3738 31 3839 31 3940 31 4041 32 4142 32 4243 32 4344 33 4445 33 4546 33 4647 34 4748 34 4849 34 4950 35 5051 35 5152 36 5253 36 5354 37 5455 37 5556 38 5657 38 5758 39 5859 39 5960 40 6061 40 6162 41 6263 41 6364 42 6465 42 6566 43 6667 44 6768 45 6869 46 6970 46 7071 47 7172 48 7273 48 7374 49 7475 50 7576 50 7677 50 7778 50 7879 50 7980 50 8081 50 8182 50 8283 51 8384 51 8485 51 8586 51 8687 52 8788 52 8889 53 8990 53 9091 53 9192 54 9293 54 9394 54 9495 55 9596 55 9697 55 9798 55 9899 54 10000 54 10101 54
6fb061814b,2323 1 2423 2 2525 1 2626 1 3636 1 3736 2 3836 3 3936 4 4036 5 4135 7 4235 8 4335 9 4435 10 4534 12 4633 14 4733 15 4832 17 4931 19 5031 20 5131 21 5231 22 5331 23 5431 24 5531 25 5631 26 5732 26 5832 27 5933 27 6033 28 6134 28 6234 29 6335 29 6435 30 6536 30 6637 30 6738 30 6838 31 6939 31 7040 31 7141 31 7242 31 7343 31 7443 32 7544 32 7645 32 7746 32 7847 32 7947 33 8048 33 8149 33 8250 33 8350 34 8450 35 8551 35 8651 36 8751 37 8851 38 8951 39 9051 40 9152 40 9252 41 9352 42 9453 42 9553 43 9653 44 9753 45 9853 46 9954 46 10054 47 10154 48
6fb1cab30a,34 68 136 67 238 66 340 65 441 65 543 64 645 63 747 62 848 62 950 61 1051 61 1153 60 1255 59 1356 59 1458 58 1560 57 1661 57 1763 56 1864 56 1966 55 2068 54 2169 54 2271 53 2372 53 2474 52 2576 51 2677 51 2779 50 2880 47 2982 44 3083 43 3185 40 3286 39 3388 38 3431 4 3489 35 3528 8 3591 29 3628 9 3693 26 3729 9 3795 23 3830 9 3896 22 3930 10 3998 19 4030 11 4100 17 4130 12 4201 17 4231 12 4303 15 4330 14 4404 16 4430 15 4505 16 4529 17 4607 18 4627 20 4708 40 4809 40 4911 39 5012 39 5114 38 5215 38 5316 38 5417 38 5519 37 5620 37 5721 37 5822 37 5923 37 6025 36 6126 36 6228 35 6329 35 6431 34 6533 33 6635 32 6736 32 6838 31 6939 31 7041 30 7143 29 7244 29 7346 28 7447 28 7549 27 7650 27 7751 27 7852 27 7954 26 8054 27 8155 27 8256 27 8357 27 8458 27 8558 28 8659 28 8760 28 8861 28 8962 28 9062 29 9163 29 9264 29 9365 29 9466 29 9567 29 9669 28 9770 28 9871 28 9972 28 10074 27 10175 27
6fb1ecf627,1 71 102 71 203 70 304 69 405 67 506 65 607 64 708 62 809 60 910 58 1011 57 1112 56 1213 54 1314 51 1423 41 1527 36 1631 31 1735 26 1839 20 1943 12 2047 2 2549 3 2646 9 2745 12 2845 15 2945 17 3045 20 3145 22 3245 23 3345 25 3445 26 3545 27 3645 27 3746 27 3846 28 3947 28 4048 29 4148 31 4250 31 4352 32 4455 32 4558 32 4662 31 4765 31 4868 32 4971 32 5074 32 5176 34 5279 34 5382 33 5488 29 5601 18 5703 18 5805 18 5906 19 6008 19 6109 20 6211 21 6315 19 6418 19 6521 19 6624 18 6726 19 6828 19 6930 20 7032 20 7134 20 7237 20 7341 19 7445 18 7549 17 7652 17 7754 19 7856 19 7957 20 8058 20 8160 18 8260 19 8361 19 8463 18 8564 17 8665 17 8765 18 8865 18 8964 20 9064 21 9164 21 9265 21 9366 21 9467 22 9569 21 9670 21 9772 21 9874 20 9976 19 10078 18 10179 18
6fb29028b3,1 78 102 77 203 75 304 73 405 71 506 70 607 69 708 68 809 69 910 70 1011 73 1112 77 1213 87 1314 92 1415 3096 4516 92 4635 72 4740 68 4847 61 4950 58 5051 57 5152 56 5253 55 5354 54 5455 52 5556 51 5660 47 5764 43 5869 37 5974 32 6080 24 6185 16
6fb522de93,1 5148 5152 96 5253 94 5354 91 5455 88 5556 86 5657 83 5758 80 5859 77 5960 74 6061 71 6162 68 6263 66 6364 65 6465 64 6566 63 6667 62 6768 61 6869 59 6970 57 7071 54 7172 51 7273 48 7374 45 7475 43 7576 42 7677 41 7778 40 7879 39 7980 38 8081 38 8182 36 8283 35 8384 33 8485 30 8586 28 8687 25 8788 22 8889 19 8990 16 9091 14 9192 11 9293 8 9394 4
6fbf6c40cd,3939 1 4040 1 4141 1 4241 2 4342 2 4443 2 4543 3 4643 4 4743 5 4843 6 4943 7 5043 8 5142 10 5241 12 5341 13 5440 15 5540 16 5639 18 5739 19 5839 20 5939 21 6039 22 6140 22 6240 23 6341 23 6441 24 6542 24 6643 24 6744 24 6845 24 6946 24 7047 24 7148 24 7248 25 7349 25 7450 25 7551 25 7651 26 7752 26 7852 27 7953 27 8053 28 8154 28 8254 29 8354 30 8455 30 8555 31 8655 32 8756 32 8856 33 8957 33 9057 34 9158 34 9259 34 9360 34 9461 34 9562 34 9663 34 9763 35 9864 35 9965 35 10066 35 10167 35
6fd4ac5516,78 24 179 24 280 24 381 24 482 24 583 24 684 24 784 25 884 26 983 28 1083 29 1183 30 1283 31 1383 32 1483 33 1584 33 1685 33 1786 33 1888 32 1990 31 2092 30 2194 29 2296 28 2398 27 2500 26 2602 25 2703 25 2805 24 2906 24 3007 24 3108 24 3209 24 3311 23 3413 22 3515 21 3617 20 3719 19 3820 19 3921 19 4022 19 4122 20 4222 21 4322 22 4423 22 4524 22 4625 22 4726 22 4828 21 4929 21 5030 21 5131 21 5232 21 5334 20 5435 20 5536 20 5637 20 5738 20 5838 21 5938 22 6039 22 6140 22 6240 23 6340 24 6441 24 6541 25 6642 25 6743 25 6844 25 6945 25 7046 25 7146 26 7246 27 7347 27 7447 28 7548 28 7649 28 7750 28 7851 28 7951 29 8052 29 8153 29 8254 29 8354 30 8455 30 8556 30 8656 31 8757 31 8858 31 8959 31 9060 31 9160 32 9260 33 9361 33 9462 33 9564 32 9665 32 9767 31 9868 31 9969 31 10071 30 10172 30
6fe5709361,2223 2 2324 5 2425 8 2526 10 2627 13 2728 15 2829 17 2930 18 3031 20 3132 22 3233 25 3334 27 3435 28 3536 30 3637 34 3738 38 3839 40 3940 44 4041 47 4142 50 4243 52 4344 53 4445 54 4546 56 4647 57 4748 59 4849 61 4950 63 5051 65 5152 66 5253 68 5354 69 5455 70 5556 71 5657 73 5758 74 5859 75 5960 76 6061 78 6162 79 6263 80 6364 82 6465 84 6566 86 6667 88 6768 89 6869 90 6970 91 7071 91 7172 92 7273 93 7374 93 7475 94 7576 95 7677 96 7778 96 7879 97 7980 98 8081 99 8182 100 8283 1919
6fe5d74176,4344 2 4445 5 4546 7 4647 8 4748 10 4849 12 4950 13 5051 15 5152 17 5253 18 5354 20 5455 21 5556 23 5657 24 5758 26 5859 27 5960 29 6061 30 6162 32 6263 33 6364 35 6465 36 6566 37 6667 38 6768 39 6869 40 6970 41 7071 42 7172 43 7273 44 7374 45 7475 46 7576 47 7677 48 7778 50 7879 51 7980 52 8081 53 8182 54 8283 55 8384 56 8485 57 8586 58 8687 59 8788 60 8889 61 8990 61 9091 62 9192 63 9293 64 9394 64 9495 65 9596 66 9697 68 9798 68 9899 69 10000 70 10101 70
6fea77b2a6,1 1010 1012 100 1114 99 1216 98 1318 97 1420 96 1522 95 1623 95 1725 94 1826 94 1927 94 2029 93 2130 93 2232 92 2333 92 2435 91 2536 91 2637 91 2738 91 2840 90 2941 90 3043 89 3145 88 3247 87 3349 86 3450 86 3552 85 3653 85 3755 84 3856 84 3958 83 4059 83 4160 83 4262 82 4363 82 4465 81 4567 80 4668 80 4769 80 4870 80 4971 80 5072 80 5173 80 5274 80 5375 80 5476 80 5577 80 5678 80 5778 81 5879 81 5981 80 6081 81 6182 81 6283 81 6383 82 6484 82 6585 82 6687 81 6789 80 6890 80 6992 79 7093 79 7195 78 7296 78 7398 77 7499 77 7600 77 7702 76 7803 76 7905 75 8005 76 8106 76 8206 77 8307 77 8407 78 8508 78 8608 79 8708 80 8808 81 8908 82 9008 83 9108 84 9208 85 9307 87 9407 88 9507 89 9606 91 9706 92 9805 94 9905 95 10004 97 10103 99
6fef9bc131,1 9 102 9 203 9 304 10 405 10 506 11 607 11 708 12 809 13 910 14 1011 15 1112 16 1213 17 1314 18 1415 19 1516 20 1617 21 1718 21 1819 22 1920 23 2021 23 2122 24 2223 24 2324 25 2425 25 2526 26 2627 26 2728 27 2829 27 2930 28 3031 28 3132 29 3233 29 3334 30 3435 30 3536 31 3637 31 3738 32 3839 32 3940 32 4041 33 4142 33 4243 33 4344 33 4445 34 4546 34 4647 35 4748 36 4849 37 4950 39 5051 40 5152 42 5253 45 5354 48 5455 51 5556 54 5657 56 5758 58 5859 59 5960 62 6061 65 6162 68 6263 70 6364 73 6465 76 6566 80 6667 86 6768 89 6869 92 6970 95 7071 99 7172 3030
7010d3e8d9,1 3933 3940 91 4041 87 4142 81 4243 74 4344 69 4445 61 4546 56 4647 50 4748 44 4849 38 4950 30 5051 24 5152 18 5253 12
70147d1d9d,82 20 183 20 284 20 384 21 484 22 584 23 684 24 784 25 884 26 983 28 1083 29 1182 31 1282 32 1381 34 1481 35 1580 37 1680 38 1779 40 1878 42 1976 45 2074 48 2168 55 2266 58 2365 60 2465 61 2566 61 2667 61 2769 60 2870 60 2972 59 3073 59 3175 58 3277 57 3378 57 3480 56 3581 56 3683 55 3784 55 3886 54 3987 54 4089 53 4190 53 4292 52 4393 52 4495 51 4596 51 4698 50 4799 50 4901 49 5002 49 5104 48 5205 48 5306 48 5408 47 5509 47 5610 47 5711 47 5812 47 5913 47 6014 47 6115 47 6216 47 6316 48 6417 48 6518 48 6619 48 6720 48 6820 49 6921 49 7021 50 7122 50 7222 51 7322 52 7423 52 7523 53 7623 54 7724 54 7824 55 7925 55 8025 56 8126 56 8227 56 8329 55 8430 55 8532 54 8634 53 8737 51 8839 50 8941 49 9042 49 9144 48 9246 47 9347 47 9448 47 9550 46 9651 46 9752 46 9854 45 9955 45 10056 45 10157 45
701cfebd25,1 53 102 53 203 52 304 52 405 51 506 51 607 49 708 48 809 46 910 45 1011 44 1112 42 1213 41 1314 40 1415 38 1516 37 1617 35 1718 34 1819 33 1920 31 2021 30 2122 29 2223 28 2324 26 2425 25 2526 23 2627 21 2728 18 2829 16 2930 12 3031 8 3132 5
702315d0b7,1 1917 1920 96 2021 94 2122 91 2223 86 2324 83 2425 79 2526 74 2627 67 2728 63 2829 54 2930 44 3031 34 3132 28 3233 21
7039307d0a,1 4542 4546 91 4647 69 4748 59 4849 43 4950 39 5051 37 5152 32 5253 24 5354 3
7049da9998,1 3231 3233 97 3334 95 3435 93 3536 91 3637 89 3738 87 3839 86 3940 84 4041 83 4142 82 4243 81 4344 81 4445 80 4546 80 4647 80 4748 80 4849 80 4950 81 5051 81 5152 81 5253 81 5354 81 5455 81 5556 81 5657 80 5758 80 5859 80 5960 80 6061 81 6162 81 6263 81 6364 81 6465 81 6566 81 6667 80 6768 79 6869 78 6970 76 7071 75 7172 74 7273 73 7374 72 7475 71 7576 70 7677 68 7778 65 7879 63 7980 62 8081 62 8182 62 8283 62 8384 62 8485 63 8586 63 8687 63 8788 62 8889 62 8990 61 9091 60 9192 59 9293 58 9394 57 9495 56 9596 56 9697 55 9798 54 9899 54 10000 53 10101 53
704de84fa8,1964 22 2055 41 2148 58 2223 90 2324 92 2421 7781
70538e4c47,1 4844 4849 94 4950 91 5051 87 5152 84 5253 81 5354 77 5455 74 5556 71 5657 68 5758 66 5859 64 5960 62 6061 61 6162 59 6263 57 6364 55 6465 52 6566 49 6667 47 6768 45 6869 43 6970 41 7071 39 7172 37 7273 36 7374 34 7475 33 7576 31 7677 28 7778 25 7879 22 7980 19 8081 17 8182 14 8283 10 8384 8 8485 5 8586 3
7054ae209d,3837 2 3936 4 4035 6 4133 9 4231 12 4329 15 4428 17 4526 20 4625 22 4723 25 4821 28 4919 31 5017 34 5115 37 5212 41 5309 45 5406 49 5502 54 5598 59 5692 66 5790 69 5888 72 5986 75 6081 81 6176 87 6274 90 6372 93 6470 96 6569 3633
7054f9226c,75 27 176 27 277 27 378 27 480 26 581 26 683 25 784 25 885 25 986 25 1086 26 1186 27 1286 28 1385 30 1485 31 1584 33 1684 34 1784 35 1884 36 1984 37 2084 38 2184 39 2284 40 2384 41 2484 42 2584 43 2684 44 2784 45 2884 46 2984 47 3084 48 3185 48 3285 49 3385 50 3486 50 3586 51 3686 52 3787 52 3887 53 3987 54 4087 55 4187 56 4287 57 4386 59 4486 60 4585 62 4682 66 4779 70 4875 75 4969 82 5066 86 5162 91 5259 4943
7056ecb2cc,4243 19 4344 28 4445 35 4546 44 4647 48 4748 63 4849 65 4950 67 5051 73 5152 79 5253 4949
706b40bddc,4243 2 4344 3 4445 5 4546 6 4647 7 4748 8 4849 9 4950 10 5051 11 5152 12 5253 13 5354 14 5455 15 5556 16 5657 17 5758 18 5859 19 5960 20 6061 21 6162 21 6263 22 6364 22 6465 23 6566 23 6667 24 6768 24 6869 25 6970 26 7071 26 7172 27 7273 28 7374 29 7475 29 7576 30 7677 30 7778 31 7879 32 7980 32 8081 33 8182 34 8283 35 8384 36 8485 37 8586 39 8687 41 8788 43 8889 45 8990 47 9091 50 9192 54 9293 57 9394 59 9495 63 9596 66 9697 69 9798 71 9899 73 10000 75 10101 76
706f5ea90f,60 42 161 42 261 43 362 43 462 44 562 45 662 46 762 47 861 49 961 50 1060 52 1160 53 1260 54 1360 55 1460 56 1559 58 1659 59 1759 60 1859 61 1959 62 2059 63 2159 64 2259 65 2359 66 2458 68 2558 68 2658 68 2758 68 2858 69 2958 69 3058 69 3158 70 3258 71 3359 70 3461 69 3564 67 3667 65 3770 63 3873 61 3977 59 4082 55 4185 53 4288 51 4392 48 4496 45 4599 43 4702 42 4804 41 4905 41 5006 41 5107 41 5209 40 5311 39 5413 38 5515 38 5617 37 5718 37 5818 38 5903 3 5911 3 5918 39 6000 57 6100 58 6199 60 6299 61 6399 62 6498 64 6597 65 6697 66 6796 68 6895 70 6995 71 7094 73 7194 73 7295 73 7395 74 7496 74 7596 75 7697 75 7798 75 7898 76 7999 76 8099 76 8200 76 8300 77 8400 77 8501 77 8601 78 8701 79 8802 79 8903 79 9003 80 9104 80 9205 80 9306 80 9407 80 9508 80 9609 81 9710 81 9811 81 9912 82 10013 82 10114 82
707c0b494f,4546 2 4647 4 4748 5 4849 6 4950 8 5051 9 5152 11 5253 13 5354 14 5455 15 5556 17 5657 19 5758 20 5859 22 5960 23 6061 25 6162 26 6263 28 6364 29 6465 31 6566 32 6667 34 6768 36 6869 38 6970 40 7071 41 7172 43 7273 45 7374 47 7475 48 7576 50 7677 51 7778 53 7879 54 7980 55 8081 57 8182 58 8283 60 8384 61 8485 63 8586 64 8687 66 8788 67 8889 69 8990 70 9091 72 9192 74 9293 76 9394 78 9495 80 9596 82 9697 85 9798 88 9899 90 10000 92 10101 93
70a4a1eb64,35 67 136 67 238 66 339 66 440 66 542 65 643 65 744 65 846 64 947 64 1048 64 1149 64 1251 63 1352 63 1453 63 1554 63 1655 63 1756 63 1857 63 1957 64 2058 64 2158 65 2259 65 2359 66 2460 66 2560 67 2660 68 2761 68 2861 69 2962 69 3062 70 3163 70 3264 70 3364 71 3466 70 3567 70 3668 70 3770 69 3871 69 3974 67 4076 66 4178 65 4280 64 4382 63 4485 61 4587 60 4689 59 4792 57 4895 55 4998 53 5102 50 5205 48 5307 47 5410 45 5512 44 5615 42 5717 41 5820 39 5922 38 6024 37 6127 35 6229 34 6331 33 6433 32 6535 31 6637 30 6738 30 6840 29 6942 28 7043 28 7145 27 7247 26 7349 25 7450 25 7552 24 7654 23 7755 23 7857 22 7958 22 8059 22 8159 23 8260 23 8361 23 8462 23 8562 24 8663 24 8764 24 8865 24 8966 24 9067 24 9169 23 9270 23 9372 22 9473 22 9575 21 9677 20 9779 19 9880 19 9982 18 10084 17 10185 17
70be68d0a1,1112 2 1213 4 1314 5 1415 6 1516 8 1617 8 1718 9 1819 10 1920 11 2021 12 2122 12 2223 13 2324 13 2425 13 2526 13 2627 13 2728 13 2829 13 2930 14 3031 14 3132 14 3233 14 3334 14 3435 14 3536 14 3637 14 3738 15 3839 15 3940 15 4041 14 4142 14 4243 14 4344 14 4445 14 4546 14 4647 14 4748 14 4849 15 4950 15 5051 15 5152 16 5253 16 5354 17 5455 17 5556 18 5657 18 5758 18 5859 18 5960 19 6061 19 6162 19 6263 19 6364 19 6465 19 6566 19 6667 20 6768 20 6869 20 6970 20 7071 20 7172 20 7273 21 7374 21 7475 21 7576 21 7677 21 7778 22 7879 22 7980 23 8081 23 8182 22 8283 22 8384 21 8485 21 8586 20 8687 20 8788 20 8889 19 8990 19 9091 18 9192 18 9293 17 9394 17 9495 16 9596 16 9697 14 9798 13 9899 11 10000 9 10101 7
70c273f62a,1 2424 2428 98 2530 97 2633 95 2735 94 2837 93 2939 92 3041 91 3143 90 3245 89 3347 88 3450 86 3552 85 3653 85 3755 84 3857 83 3959 82 4061 81 4164 79 4266 78 4368 77 4471 75 4574 73 4676 72 4779 70 4882 68 4984 67 5087 65 5190 63 5292 62 5395 60 5498 58 5600 57 5704 54 5806 53 5909 51 6011 50 6113 49 6216 47 6318 46 6420 45 6522 44 6624 43 6726 42 6828 41 6930 40 7032 39 7134 38 7237 36 7339 35 7441 34 7543 33 7646 31 7748 30 7850 29 7953 27 8055 26 8157 25 8259 24 8362 22 8464 21 8566 20 8669 18 8771 17 8874 15 8976 14 9079 12 9181 11 9284 9 9386 8 9488 7 9591 5 9693 4 9795 3
70c40f648b,50 52 151 52 252 52 354 51 456 50 558 49 661 47 763 46 865 45 968 43 1070 42 1172 41 1275 39 1377 38 1479 37 1581 36 1683 35 1786 33 1888 32 1991 30 2094 28 2197 26 2300 24 2403 22 2506 20 2609 18 2713 15 2816 13 2919 11 3022 9 3125 7 3229 4 3332 2
70c6682b69,35 67 136 67 238 66 339 66 440 66 542 65 643 65 744 65 845 65 946 65 1047 65 1147 66 1248 66 1349 66 1449 67 1550 67 1651 67 1751 68 1852 68 1953 68 2054 68 2155 68 2256 68 2357 68 2458 68 2560 67 2661 67 2763 66 2864 66 2966 65 3067 65 3168 65 3269 65 3370 65 3472 64 3573 64 3674 64 3775 64 3876 64 3977 64 4078 64 4179 64 4279 65 4380 65 4481 65 4582 65 4682 66 4783 66 4884 66 4984 67 5084 68 5184 69 5284 70 5385 70 5485 71 5585 72 5686 72 5787 72 5887 73 5988 73 6088 74 6189 74 6289 75 6389 76 6489 77 6590 77 6690 78 6791 78 6892 78 6992 79 7093 79 7194 79 7295 79 7396 79 7497 79 7598 79 7699 79 7799 80 7900 80 8001 80 8102 80 8203 80 8305 79 8406 79 8507 79 8609 78 8710 78 8811 78 8912 78 9013 78 9114 78 9215 78 9316 78 9417 78 9518 78 9618 79 9719 79 9821 78 9922 78 10023 78 10124 78
70c7ead798,1 76 102 76 203 76 304 77 405 77 506 78 607 78 708 79 809 79 910 79 1011 79 1112 79 1213 79 1314 79 1415 80 1516 79 1617 79 1718 79 1819 79 1920 79 2021 79 2122 79 2226 76 2329 74 2433 71 2538 67 2641 65 2745 63 2849 60 2953 58 3057 56 3160 54 3264 52 3368 50 3471 49 3575 48 3682 43 3787 40 3891 39 3995 38 4099 36 4203 35 4306 34 4409 36 4513 33 4617 30 4721 27 4824 25 4928 22 5031 20 5137 15 5244 9 5347 7 5450 5 5553 3
70cc45bc3a,1 6565 6577 90 6688 80 6793 76 6897 73 7001 70 7105 67 7208 65 7311 63 7414 61 7516 60 7618 59 7720 58 7822 57 7925 55 8027 54 8132 50 8239 44 8346 38 8450 35 8555 31 8662 25 8769 16
70cf57ee68,4783 29 4880 38 4978 49 5077 66 5177 76 5276 78 5374 81 5472 84 5571 86 5669 89 5767 92 5864 96 5962 4240
71108e4178,67 35 168 35 269 35 371 34 472 34 574 33 675 33 776 33 876 34 976 35 1076 36 1177 36 1277 37 1377 38 1478 38 1578 39 1678 40 1778 41 1878 42 1979 42 2079 43 2179 44 2280 44 2380 45 2480 46 2581 46 2681 47 2782 47 2882 48 2983 48 3084 48 3185 48 3286 48 3387 48 3488 47 3589 45 3690 43 3791 42 3892 40 3993 38 4095 35 4196 32 4297 30 4397 29 4498 27 4598 26 4699 25 4799 24 4899 24 4999 24 5100 23 5200 23 5300 22 5400 22 5501 21 5601 20 5701 20 5801 20 5901 20 6002 19 6102 20 6202 20 6302 20 6402 20 6502 20 6601 21 6701 21 6801 20 6901 20 7001 20 7102 19 7202 19 7302 19 7402 19 7502 19 7602 19 7702 19 7801 20 7901 21 8001 21 8100 23 8200 23 8301 23 8401 23 8501 23 8602 23 8702 23 8803 22 8903 23 9003 23 9103 24 9202 25 9301 27 9400 29 9499 30 9596 34 9697 34 9798 33 9899 33 10000 33 10101 32
711470dabc,3432 3 3528 8 3624 13 3722 16 3820 19 3918 22 4015 26 4112 30 4209 34 4307 37 4404 41 4502 44 4599 48 4696 52 4793 56 4892 58 4992 59 5093 59 5195 58 5297 57 5399 56 5501 55 5603 54 5705 53 5807 52 5909 51 6011 50 6113 49 6216 47 6321 43 6427 38 6533 33 6638 29 6744 24 6848 21 6952 18 7056 15 7160 12 7264 9 7368 6 7471 4 7574 2
71311cdce9,1 98 102 96 203 93 304 91 405 88 506 84 607 80 708 76 809 73 910 70 1011 67 1112 64 1213 60 1314 57 1415 52 1516 48 1617 44 1718 39 1819 34 1920 30 2021 27 2122 23 2223 19 2324 16 2425 11 2526 4
